value,5-card,6-card,7-card,8-card,hand,rank
3720,384,0,0,0,"['K', 'K', '9', '7', '2']",1P
3721,384,4572,17820,0,"['K', 'K', '9', '6', '5']",1P
3722,384,3048,5940,0,"['K', 'K', '9', '6', '4']",1P
3723,384,1524,0,0,"['K', 'K', '9', '6', '3']",1P
3724,384,0,0,0,"['K', 'K', '9', '6', '2']",1P
3725,384,3048,5940,0,"['K', 'K', '9', '5', '4']",1P
3726,384,1524,0,0,"['K', 'K', '9', '5', '3']",1P
3727,384,0,0,0,"['K', 'K', '9', '5', '2']",1P
3728,384,1524,0,0,"['K', 'K', '9', '4', '3']",1P
3729,384,0,0,0,"['K', 'K', '9', '4', '2']",1P
3730,384,0,0,0,"['K', 'K', '9', '3', '2']",1P
3731,384,6096,29700,45000,"['K', 'K', '8', '7', '6']",1P
3732,384,4572,17820,22500,"['K', 'K', '8', '7', '5']",1P
3733,384,3048,5940,0,"['K', 'K', '8', '7', '4']",1P
3734,384,1524,0,0,"['K', 'K', '8', '7', '3']",1P
3735,384,0,0,0,"['K', 'K', '8', '7', '2']",1P
3736,384,4572,17820,0,"['K', 'K', '8', '6', '5']",1P
3737,384,3048,5940,0,"['K', 'K', '8', '6', '4']",1P
3738,384,1524,0,0,"['K', 'K', '8', '6', '3']",1P
3739,384,0,0,0,"['K', 'K', '8', '6', '2']",1P
3740,384,3048,5940,0,"['K', 'K', '8', '5', '4']",1P
3741,384,1524,0,0,"['K', 'K', '8', '5', '3']",1P
3742,384,0,0,0,"['K', 'K', '8', '5', '2']",1P
3743,384,1524,0,0,"['K', 'K', '8', '4', '3']",1P
3744,384,0,0,0,"['K', 'K', '8', '4', '2']",1P
3745,384,0,0,0,"['K', 'K', '8', '3', '2']",1P
3746,384,4572,11880,0,"['K', 'K', '7', '6', '5']",1P
3747,384,3048,5940,0,"['K', 'K', '7', '6', '4']",1P
3748,384,1524,0,0,"['K', 'K', '7', '6', '3']",1P
3749,384,0,0,0,"['K', 'K', '7', '6', '2']",1P
3750,384,3048,5940,0,"['K', 'K', '7', '5', '4']",1P
3751,384,1524,0,0,"['K', 'K', '7', '5', '3']",1P
3752,384,0,0,0,"['K', 'K', '7', '5', '2']",1P
3753,384,1524,0,0,"['K', 'K', '7', '4', '3']",1P
3754,384,0,0,0,"['K', 'K', '7', '4', '2']",1P
3755,384,0,0,0,"['K', 'K', '7', '3', '2']",1P
3756,384,3048,0,0,"['K', 'K', '6', '5', '4']",1P
3757,384,1524,0,0,"['K', 'K', '6', '5', '3']",1P
3758,384,0,0,0,"['K', 'K', '6', '5', '2']",1P
3759,384,1524,0,0,"['K', 'K', '6', '4', '3']",1P
3760,384,0,0,0,"['K', 'K', '6', '4', '2']",1P
3761,384,0,0,0,"['K', 'K', '6', '3', '2']",1P
3762,384,1524,0,0,"['K', 'K', '5', '4', '3']",1P
3763,384,0,0,0,"['K', 'K', '5', '4', '2']",1P
3764,384,0,0,0,"['K', 'K', '5', '3', '2']",1P
3765,384,0,0,0,"['K', 'K', '4', '3', '2']",1P
3766,384,12192,166320,1260000,"['Q', 'Q', 'A', 'K', 'J']",1P
3767,384,12192,166320,1260000,"['Q', 'Q', 'A', 'K', 'T']",1P
3768,384,10668,124740,787500,"['Q', 'Q', 'A', 'K', '9']",1P
3769,384,9144,89100,450000,"['Q', 'Q', 'A', 'K', '8']",1P
3770,384,7620,59400,225000,"['Q', 'Q', 'A', 'K', '7']",1P
3771,384,6096,35640,90000,"['Q', 'Q', 'A', 'K', '6']",1P
3772,384,4572,17820,0,"['Q', 'Q', 'A', 'K', '5']",1P
3773,384,3048,5940,0,"['Q', 'Q', 'A', 'K', '4']",1P
3774,384,1524,0,0,"['Q', 'Q', 'A', 'K', '3']",1P
3775,384,0,0,0,"['Q', 'Q', 'A', 'K', '2']",1P
3776,384,12192,160380,1125000,"['Q', 'Q', 'A', 'J', 'T']",1P
3777,384,10668,124740,787500,"['Q', 'Q', 'A', 'J', '9']",1P
3778,384,9144,89100,450000,"['Q', 'Q', 'A', 'J', '8']",1P
3779,384,7620,59400,225000,"['Q', 'Q', 'A', 'J', '7']",1P
3780,384,6096,35640,90000,"['Q', 'Q', 'A', 'J', '6']",1P
3781,384,4572,17820,0,"['Q', 'Q', 'A', 'J', '5']",1P
3782,384,3048,5940,0,"['Q', 'Q', 'A', 'J', '4']",1P
3783,384,1524,0,0,"['Q', 'Q', 'A', 'J', '3']",1P
3784,384,0,0,0,"['Q', 'Q', 'A', 'J', '2']",1P
3785,384,10668,124740,765000,"['Q', 'Q', 'A', 'T', '9']",1P
3786,384,9144,89100,450000,"['Q', 'Q', 'A', 'T', '8']",1P
3787,384,7620,59400,225000,"['Q', 'Q', 'A', 'T', '7']",1P
3788,384,6096,35640,90000,"['Q', 'Q', 'A', 'T', '6']",1P
3789,384,4572,17820,0,"['Q', 'Q', 'A', 'T', '5']",1P
3790,384,3048,5940,0,"['Q', 'Q', 'A', 'T', '4']",1P
3791,384,1524,0,0,"['Q', 'Q', 'A', 'T', '3']",1P
3792,384,0,0,0,"['Q', 'Q', 'A', 'T', '2']",1P
3793,384,9144,89100,427500,"['Q', 'Q', 'A', '9', '8']",1P
3794,384,7620,59400,225000,"['Q', 'Q', 'A', '9', '7']",1P
3795,384,6096,35640,90000,"['Q', 'Q', 'A', '9', '6']",1P
3796,384,4572,17820,0,"['Q', 'Q', 'A', '9', '5']",1P
3797,384,3048,5940,0,"['Q', 'Q', 'A', '9', '4']",1P
3798,384,1524,0,0,"['Q', 'Q', 'A', '9', '3']",1P
3799,384,0,0,0,"['Q', 'Q', 'A', '9', '2']",1P
3800,384,7620,59400,202500,"['Q', 'Q', 'A', '8', '7']",1P
3801,384,6096,35640,90000,"['Q', 'Q', 'A', '8', '6']",1P
3802,384,4572,17820,0,"['Q', 'Q', 'A', '8', '5']",1P
3803,384,3048,5940,0,"['Q', 'Q', 'A', '8', '4']",1P
3804,384,1524,0,0,"['Q', 'Q', 'A', '8', '3']",1P
3805,384,0,0,0,"['Q', 'Q', 'A', '8', '2']",1P
3806,384,6096,35640,67500,"['Q', 'Q', 'A', '7', '6']",1P
3807,384,4572,17820,0,"['Q', 'Q', 'A', '7', '5']",1P
3808,384,3048,5940,0,"['Q', 'Q', 'A', '7', '4']",1P
3809,384,1524,0,0,"['Q', 'Q', 'A', '7', '3']",1P
3810,384,0,0,0,"['Q', 'Q', 'A', '7', '2']",1P
3811,384,4572,17820,0,"['Q', 'Q', 'A', '6', '5']",1P
3812,384,3048,5940,0,"['Q', 'Q', 'A', '6', '4']",1P
3813,384,1524,0,0,"['Q', 'Q', 'A', '6', '3']",1P
3814,384,0,0,0,"['Q', 'Q', 'A', '6', '2']",1P
3815,384,3048,0,0,"['Q', 'Q', 'A', '5', '4']",1P
3816,384,1524,0,0,"['Q', 'Q', 'A', '5', '3']",1P
3817,384,0,0,0,"['Q', 'Q', 'A', '5', '2']",1P
3818,384,1524,0,0,"['Q', 'Q', 'A', '4', '3']",1P
3819,384,0,0,0,"['Q', 'Q', 'A', '4', '2']",1P
3820,384,0,0,0,"['Q', 'Q', 'A', '3', '2']",1P
3821,384,10668,124740,787500,"['Q', 'Q', 'K', 'J', 'T']",1P
3822,384,10668,124740,787500,"['Q', 'Q', 'K', 'J', '9']",1P
3823,384,9144,89100,450000,"['Q', 'Q', 'K', 'J', '8']",1P
3824,384,7620,59400,225000,"['Q', 'Q', 'K', 'J', '7']",1P
3825,384,6096,35640,90000,"['Q', 'Q', 'K', 'J', '6']",1P
3826,384,4572,17820,22500,"['Q', 'Q', 'K', 'J', '5']",1P
3827,384,3048,5940,0,"['Q', 'Q', 'K', 'J', '4']",1P
3828,384,1524,0,0,"['Q', 'Q', 'K', 'J', '3']",1P
3829,384,0,0,0,"['Q', 'Q', 'K', 'J', '2']",1P
3830,384,10668,124740,765000,"['Q', 'Q', 'K', 'T', '9']",1P
3831,384,9144,89100,450000,"['Q', 'Q', 'K', 'T', '8']",1P
3832,384,7620,59400,225000,"['Q', 'Q', 'K', 'T', '7']",1P
3833,384,6096,35640,90000,"['Q', 'Q', 'K', 'T', '6']",1P
3834,384,4572,17820,22500,"['Q', 'Q', 'K', 'T', '5']",1P
3835,384,3048,5940,0,"['Q', 'Q', 'K', 'T', '4']",1P
3836,384,1524,0,0,"['Q', 'Q', 'K', 'T', '3']",1P
3837,384,0,0,0,"['Q', 'Q', 'K', 'T', '2']",1P
3838,384,9144,89100,427500,"['Q', 'Q', 'K', '9', '8']",1P
3839,384,7620,59400,225000,"['Q', 'Q', 'K', '9', '7']",1P
3840,384,6096,35640,90000,"['Q', 'Q', 'K', '9', '6']",1P
3841,384,4572,17820,22500,"['Q', 'Q', 'K', '9', '5']",1P
3842,384,3048,5940,0,"['Q', 'Q', 'K', '9', '4']",1P
3843,384,1524,0,0,"['Q', 'Q', 'K', '9', '3']",1P
3844,384,0,0,0,"['Q', 'Q', 'K', '9', '2']",1P
3845,384,7620,59400,202500,"['Q', 'Q', 'K', '8', '7']",1P
3846,384,6096,35640,90000,"['Q', 'Q', 'K', '8', '6']",1P
3847,384,4572,17820,22500,"['Q', 'Q', 'K', '8', '5']",1P
3848,384,3048,5940,0,"['Q', 'Q', 'K', '8', '4']",1P
3849,384,1524,0,0,"['Q', 'Q', 'K', '8', '3']",1P
3850,384,0,0,0,"['Q', 'Q', 'K', '8', '2']",1P
3851,384,6096,35640,67500,"['Q', 'Q', 'K', '7', '6']",1P
3852,384,4572,17820,22500,"['Q', 'Q', 'K', '7', '5']",1P
3853,384,3048,5940,0,"['Q', 'Q', 'K', '7', '4']",1P
3854,384,1524,0,0,"['Q', 'Q', 'K', '7', '3']",1P
3855,384,0,0,0,"['Q', 'Q', 'K', '7', '2']",1P
3856,384,4572,17820,0,"['Q', 'Q', 'K', '6', '5']",1P
3857,384,3048,5940,0,"['Q', 'Q', 'K', '6', '4']",1P
3858,384,1524,0,0,"['Q', 'Q', 'K', '6', '3']",1P
3859,384,0,0,0,"['Q', 'Q', 'K', '6', '2']",1P
3860,384,3048,5940,0,"['Q', 'Q', 'K', '5', '4']",1P
3861,384,1524,0,0,"['Q', 'Q', 'K', '5', '3']",1P
3862,384,0,0,0,"['Q', 'Q', 'K', '5', '2']",1P
3863,384,1524,0,0,"['Q', 'Q', 'K', '4', '3']",1P
3864,384,0,0,0,"['Q', 'Q', 'K', '4', '2']",1P
3865,384,0,0,0,"['Q', 'Q', 'K', '3', '2']",1P
3866,384,9144,89100,450000,"['Q', 'Q', 'J', 'T', '9']",1P
3867,384,9144,89100,450000,"['Q', 'Q', 'J', 'T', '8']",1P
3868,384,7620,59400,225000,"['Q', 'Q', 'J', 'T', '7']",1P
3869,384,6096,35640,90000,"['Q', 'Q', 'J', 'T', '6']",1P
3870,384,4572,17820,22500,"['Q', 'Q', 'J', 'T', '5']",1P
3871,384,3048,5940,0,"['Q', 'Q', 'J', 'T', '4']",1P
3872,384,1524,0,0,"['Q', 'Q', 'J', 'T', '3']",1P
3873,384,0,0,0,"['Q', 'Q', 'J', 'T', '2']",1P
3874,384,9144,89100,427500,"['Q', 'Q', 'J', '9', '8']",1P
3875,384,7620,59400,225000,"['Q', 'Q', 'J', '9', '7']",1P
3876,384,6096,35640,90000,"['Q', 'Q', 'J', '9', '6']",1P
3877,384,4572,17820,22500,"['Q', 'Q', 'J', '9', '5']",1P
3878,384,3048,5940,0,"['Q', 'Q', 'J', '9', '4']",1P
3879,384,1524,0,0,"['Q', 'Q', 'J', '9', '3']",1P
3880,384,0,0,0,"['Q', 'Q', 'J', '9', '2']",1P
3881,384,7620,59400,202500,"['Q', 'Q', 'J', '8', '7']",1P
3882,384,6096,35640,90000,"['Q', 'Q', 'J', '8', '6']",1P
3883,384,4572,17820,22500,"['Q', 'Q', 'J', '8', '5']",1P
3884,384,3048,5940,0,"['Q', 'Q', 'J', '8', '4']",1P
3885,384,1524,0,0,"['Q', 'Q', 'J', '8', '3']",1P
3886,384,0,0,0,"['Q', 'Q', 'J', '8', '2']",1P
3887,384,6096,35640,67500,"['Q', 'Q', 'J', '7', '6']",1P
3888,384,4572,17820,22500,"['Q', 'Q', 'J', '7', '5']",1P
3889,384,3048,5940,0,"['Q', 'Q', 'J', '7', '4']",1P
3890,384,1524,0,0,"['Q', 'Q', 'J', '7', '3']",1P
3891,384,0,0,0,"['Q', 'Q', 'J', '7', '2']",1P
3892,384,4572,17820,0,"['Q', 'Q', 'J', '6', '5']",1P
3893,384,3048,5940,0,"['Q', 'Q', 'J', '6', '4']",1P
3894,384,1524,0,0,"['Q', 'Q', 'J', '6', '3']",1P
3895,384,0,0,0,"['Q', 'Q', 'J', '6', '2']",1P
3896,384,3048,5940,0,"['Q', 'Q', 'J', '5', '4']",1P
3897,384,1524,0,0,"['Q', 'Q', 'J', '5', '3']",1P
3898,384,0,0,0,"['Q', 'Q', 'J', '5', '2']",1P
3899,384,1524,0,0,"['Q', 'Q', 'J', '4', '3']",1P
3900,384,0,0,0,"['Q', 'Q', 'J', '4', '2']",1P
3901,384,0,0,0,"['Q', 'Q', 'J', '3', '2']",1P
3902,384,9144,83160,360000,"['Q', 'Q', 'T', '9', '8']",1P
3903,384,7620,59400,225000,"['Q', 'Q', 'T', '9', '7']",1P
3904,384,6096,35640,90000,"['Q', 'Q', 'T', '9', '6']",1P
3905,384,4572,17820,22500,"['Q', 'Q', 'T', '9', '5']",1P
3906,384,3048,5940,0,"['Q', 'Q', 'T', '9', '4']",1P
3907,384,1524,0,0,"['Q', 'Q', 'T', '9', '3']",1P
3908,384,0,0,0,"['Q', 'Q', 'T', '9', '2']",1P
3909,384,7620,59400,202500,"['Q', 'Q', 'T', '8', '7']",1P
3910,384,6096,35640,90000,"['Q', 'Q', 'T', '8', '6']",1P
3911,384,4572,17820,22500,"['Q', 'Q', 'T', '8', '5']",1P
3912,384,3048,5940,0,"['Q', 'Q', 'T', '8', '4']",1P
3913,384,1524,0,0,"['Q', 'Q', 'T', '8', '3']",1P
3914,384,0,0,0,"['Q', 'Q', 'T', '8', '2']",1P
3915,384,6096,35640,67500,"['Q', 'Q', 'T', '7', '6']",1P
3916,384,4572,17820,22500,"['Q', 'Q', 'T', '7', '5']",1P
3917,384,3048,5940,0,"['Q', 'Q', 'T', '7', '4']",1P
3918,384,1524,0,0,"['Q', 'Q', 'T', '7', '3']",1P
3919,384,0,0,0,"['Q', 'Q', 'T', '7', '2']",1P
3920,384,4572,17820,0,"['Q', 'Q', 'T', '6', '5']",1P
3921,384,3048,5940,0,"['Q', 'Q', 'T', '6', '4']",1P
3922,384,1524,0,0,"['Q', 'Q', 'T', '6', '3']",1P
3923,384,0,0,0,"['Q', 'Q', 'T', '6', '2']",1P
3924,384,3048,5940,0,"['Q', 'Q', 'T', '5', '4']",1P
3925,384,1524,0,0,"['Q', 'Q', 'T', '5', '3']",1P
3926,384,0,0,0,"['Q', 'Q', 'T', '5', '2']",1P
3927,384,1524,0,0,"['Q', 'Q', 'T', '4', '3']",1P
3928,384,0,0,0,"['Q', 'Q', 'T', '4', '2']",1P
3929,384,0,0,0,"['Q', 'Q', 'T', '3', '2']",1P
3930,384,7620,53460,157500,"['Q', 'Q', '9', '8', '7']",1P
3931,384,6096,35640,90000,"['Q', 'Q', '9', '8', '6']",1P
3932,384,4572,17820,22500,"['Q', 'Q', '9', '8', '5']",1P
3933,384,3048,5940,0,"['Q', 'Q', '9', '8', '4']",1P
3934,384,1524,0,0,"['Q', 'Q', '9', '8', '3']",1P
3935,384,0,0,0,"['Q', 'Q', '9', '8', '2']",1P
3936,384,6096,35640,67500,"['Q', 'Q', '9', '7', '6']",1P
3937,384,4572,17820,22500,"['Q', 'Q', '9', '7', '5']",1P
3938,384,3048,5940,0,"['Q', 'Q', '9', '7', '4']",1P
3939,384,1524,0,0,"['Q', 'Q', '9', '7', '3']",1P
3940,384,0,0,0,"['Q', 'Q', '9', '7', '2']",1P
3941,384,4572,17820,0,"['Q', 'Q', '9', '6', '5']",1P
3942,384,3048,5940,0,"['Q', 'Q', '9', '6', '4']",1P
3943,384,1524,0,0,"['Q', 'Q', '9', '6', '3']",1P
3944,384,0,0,0,"['Q', 'Q', '9', '6', '2']",1P
3945,384,3048,5940,0,"['Q', 'Q', '9', '5', '4']",1P
3946,384,1524,0,0,"['Q', 'Q', '9', '5', '3']",1P
3947,384,0,0,0,"['Q', 'Q', '9', '5', '2']",1P
3948,384,1524,0,0,"['Q', 'Q', '9', '4', '3']",1P
3949,384,0,0,0,"['Q', 'Q', '9', '4', '2']",1P
3950,384,0,0,0,"['Q', 'Q', '9', '3', '2']",1P
3951,384,6096,29700,45000,"['Q', 'Q', '8', '7', '6']",1P
3952,384,4572,17820,22500,"['Q', 'Q', '8', '7', '5']",1P
3953,384,3048,5940,0,"['Q', 'Q', '8', '7', '4']",1P
3954,384,1524,0,0,"['Q', 'Q', '8', '7', '3']",1P
3955,384,0,0,0,"['Q', 'Q', '8', '7', '2']",1P
3956,384,4572,17820,0,"['Q', 'Q', '8', '6', '5']",1P
3957,384,3048,5940,0,"['Q', 'Q', '8', '6', '4']",1P
3958,384,1524,0,0,"['Q', 'Q', '8', '6', '3']",1P
3959,384,0,0,0,"['Q', 'Q', '8', '6', '2']",1P
3960,384,3048,5940,0,"['Q', 'Q', '8', '5', '4']",1P
3961,384,1524,0,0,"['Q', 'Q', '8', '5', '3']",1P
3962,384,0,0,0,"['Q', 'Q', '8', '5', '2']",1P
3963,384,1524,0,0,"['Q', 'Q', '8', '4', '3']",1P
3964,384,0,0,0,"['Q', 'Q', '8', '4', '2']",1P
3965,384,0,0,0,"['Q', 'Q', '8', '3', '2']",1P
3966,384,4572,11880,0,"['Q', 'Q', '7', '6', '5']",1P
3967,384,3048,5940,0,"['Q', 'Q', '7', '6', '4']",1P
3968,384,1524,0,0,"['Q', 'Q', '7', '6', '3']",1P
3969,384,0,0,0,"['Q', 'Q', '7', '6', '2']",1P
3970,384,3048,5940,0,"['Q', 'Q', '7', '5', '4']",1P
3971,384,1524,0,0,"['Q', 'Q', '7', '5', '3']",1P
3972,384,0,0,0,"['Q', 'Q', '7', '5', '2']",1P
3973,384,1524,0,0,"['Q', 'Q', '7', '4', '3']",1P
3974,384,0,0,0,"['Q', 'Q', '7', '4', '2']",1P
3975,384,0,0,0,"['Q', 'Q', '7', '3', '2']",1P
3976,384,3048,0,0,"['Q', 'Q', '6', '5', '4']",1P
3977,384,1524,0,0,"['Q', 'Q', '6', '5', '3']",1P
3978,384,0,0,0,"['Q', 'Q', '6', '5', '2']",1P
3979,384,1524,0,0,"['Q', 'Q', '6', '4', '3']",1P
3980,384,0,0,0,"['Q', 'Q', '6', '4', '2']",1P
3981,384,0,0,0,"['Q', 'Q', '6', '3', '2']",1P
3982,384,1524,0,0,"['Q', 'Q', '5', '4', '3']",1P
3983,384,0,0,0,"['Q', 'Q', '5', '4', '2']",1P
3984,384,0,0,0,"['Q', 'Q', '5', '3', '2']",1P
3985,384,0,0,0,"['Q', 'Q', '4', '3', '2']",1P
3986,384,12192,166320,1260000,"['J', 'J', 'A', 'K', 'Q']",1P
3987,384,12192,166320,1237500,"['J', 'J', 'A', 'K', 'T']",1P
3988,384,10668,124740,787500,"['J', 'J', 'A', 'K', '9']",1P
3989,384,9144,89100,450000,"['J', 'J', 'A', 'K', '8']",1P
3990,384,7620,59400,225000,"['J', 'J', 'A', 'K', '7']",1P
3991,384,6096,35640,90000,"['J', 'J', 'A', 'K', '6']",1P
3992,384,4572,17820,0,"['J', 'J', 'A', 'K', '5']",1P
3993,384,3048,5940,0,"['J', 'J', 'A', 'K', '4']",1P
3994,384,1524,0,0,"['J', 'J', 'A', 'K', '3']",1P
3995,384,0,0,0,"['J', 'J', 'A', 'K', '2']",1P
3996,384,12192,160380,1125000,"['J', 'J', 'A', 'Q', 'T']",1P
3997,384,10668,124740,787500,"['J', 'J', 'A', 'Q', '9']",1P
3998,384,9144,89100,450000,"['J', 'J', 'A', 'Q', '8']",1P
3999,384,7620,59400,225000,"['J', 'J', 'A', 'Q', '7']",1P
4000,384,6096,35640,90000,"['J', 'J', 'A', 'Q', '6']",1P
4001,384,4572,17820,0,"['J', 'J', 'A', 'Q', '5']",1P
4002,384,3048,5940,0,"['J', 'J', 'A', 'Q', '4']",1P
4003,384,1524,0,0,"['J', 'J', 'A', 'Q', '3']",1P
4004,384,0,0,0,"['J', 'J', 'A', 'Q', '2']",1P
4005,384,10668,118800,675000,"['J', 'J', 'A', 'T', '9']",1P
4006,384,9144,89100,450000,"['J', 'J', 'A', 'T', '8']",1P
4007,384,7620,59400,225000,"['J', 'J', 'A', 'T', '7']",1P
4008,384,6096,35640,90000,"['J', 'J', 'A', 'T', '6']",1P
4009,384,4572,17820,0,"['J', 'J', 'A', 'T', '5']",1P
4010,384,3048,5940,0,"['J', 'J', 'A', 'T', '4']",1P
4011,384,1524,0,0,"['J', 'J', 'A', 'T', '3']",1P
4012,384,0,0,0,"['J', 'J', 'A', 'T', '2']",1P
4013,384,9144,89100,427500,"['J', 'J', 'A', '9', '8']",1P
4014,384,7620,59400,225000,"['J', 'J', 'A', '9', '7']",1P
4015,384,6096,35640,90000,"['J', 'J', 'A', '9', '6']",1P
4016,384,4572,17820,0,"['J', 'J', 'A', '9', '5']",1P
4017,384,3048,5940,0,"['J', 'J', 'A', '9', '4']",1P
4018,384,1524,0,0,"['J', 'J', 'A', '9', '3']",1P
4019,384,0,0,0,"['J', 'J', 'A', '9', '2']",1P
4020,384,7620,59400,202500,"['J', 'J', 'A', '8', '7']",1P
4021,384,6096,35640,90000,"['J', 'J', 'A', '8', '6']",1P
4022,384,4572,17820,0,"['J', 'J', 'A', '8', '5']",1P
4023,384,3048,5940,0,"['J', 'J', 'A', '8', '4']",1P
4024,384,1524,0,0,"['J', 'J', 'A', '8', '3']",1P
4025,384,0,0,0,"['J', 'J', 'A', '8', '2']",1P
4026,384,6096,35640,67500,"['J', 'J', 'A', '7', '6']",1P
4027,384,4572,17820,0,"['J', 'J', 'A', '7', '5']",1P
4028,384,3048,5940,0,"['J', 'J', 'A', '7', '4']",1P
4029,384,1524,0,0,"['J', 'J', 'A', '7', '3']",1P
4030,384,0,0,0,"['J', 'J', 'A', '7', '2']",1P
4031,384,4572,17820,0,"['J', 'J', 'A', '6', '5']",1P
4032,384,3048,5940,0,"['J', 'J', 'A', '6', '4']",1P
4033,384,1524,0,0,"['J', 'J', 'A', '6', '3']",1P
4034,384,0,0,0,"['J', 'J', 'A', '6', '2']",1P
4035,384,3048,0,0,"['J', 'J', 'A', '5', '4']",1P
4036,384,1524,0,0,"['J', 'J', 'A', '5', '3']",1P
4037,384,0,0,0,"['J', 'J', 'A', '5', '2']",1P
4038,384,1524,0,0,"['J', 'J', 'A', '4', '3']",1P
4039,384,0,0,0,"['J', 'J', 'A', '4', '2']",1P
4040,384,0,0,0,"['J', 'J', 'A', '3', '2']",1P
4041,384,10668,124740,787500,"['J', 'J', 'K', 'Q', 'T']",1P
4042,384,10668,124740,787500,"['J', 'J', 'K', 'Q', '9']",1P
4043,384,9144,89100,450000,"['J', 'J', 'K', 'Q', '8']",1P
4044,384,7620,59400,225000,"['J', 'J', 'K', 'Q', '7']",1P
4045,384,6096,35640,90000,"['J', 'J', 'K', 'Q', '6']",1P
4046,384,4572,17820,22500,"['J', 'J', 'K', 'Q', '5']",1P
4047,384,3048,5940,0,"['J', 'J', 'K', 'Q', '4']",1P
4048,384,1524,0,0,"['J', 'J', 'K', 'Q', '3']",1P
4049,384,0,0,0,"['J', 'J', 'K', 'Q', '2']",1P
4050,384,10668,118800,675000,"['J', 'J', 'K', 'T', '9']",1P
4051,384,9144,89100,450000,"['J', 'J', 'K', 'T', '8']",1P
4052,384,7620,59400,225000,"['J', 'J', 'K', 'T', '7']",1P
4053,384,6096,35640,90000,"['J', 'J', 'K', 'T', '6']",1P
4054,384,4572,17820,22500,"['J', 'J', 'K', 'T', '5']",1P
4055,384,3048,5940,0,"['J', 'J', 'K', 'T', '4']",1P
4056,384,1524,0,0,"['J', 'J', 'K', 'T', '3']",1P
4057,384,0,0,0,"['J', 'J', 'K', 'T', '2']",1P
4058,384,9144,89100,427500,"['J', 'J', 'K', '9', '8']",1P
4059,384,7620,59400,225000,"['J', 'J', 'K', '9', '7']",1P
4060,384,6096,35640,90000,"['J', 'J', 'K', '9', '6']",1P
4061,384,4572,17820,22500,"['J', 'J', 'K', '9', '5']",1P
4062,384,3048,5940,0,"['J', 'J', 'K', '9', '4']",1P
4063,384,1524,0,0,"['J', 'J', 'K', '9', '3']",1P
4064,384,0,0,0,"['J', 'J', 'K', '9', '2']",1P
4065,384,7620,59400,202500,"['J', 'J', 'K', '8', '7']",1P
4066,384,6096,35640,90000,"['J', 'J', 'K', '8', '6']",1P
4067,384,4572,17820,22500,"['J', 'J', 'K', '8', '5']",1P
4068,384,3048,5940,0,"['J', 'J', 'K', '8', '4']",1P
4069,384,1524,0,0,"['J', 'J', 'K', '8', '3']",1P
4070,384,0,0,0,"['J', 'J', 'K', '8', '2']",1P
4071,384,6096,35640,67500,"['J', 'J', 'K', '7', '6']",1P
4072,384,4572,17820,22500,"['J', 'J', 'K', '7', '5']",1P
4073,384,3048,5940,0,"['J', 'J', 'K', '7', '4']",1P
4074,384,1524,0,0,"['J', 'J', 'K', '7', '3']",1P
4075,384,0,0,0,"['J', 'J', 'K', '7', '2']",1P
4076,384,4572,17820,0,"['J', 'J', 'K', '6', '5']",1P
4077,384,3048,5940,0,"['J', 'J', 'K', '6', '4']",1P
4078,384,1524,0,0,"['J', 'J', 'K', '6', '3']",1P
4079,384,0,0,0,"['J', 'J', 'K', '6', '2']",1P
4080,384,3048,5940,0,"['J', 'J', 'K', '5', '4']",1P
4081,384,1524,0,0,"['J', 'J', 'K', '5', '3']",1P
4082,384,0,0,0,"['J', 'J', 'K', '5', '2']",1P
4083,384,1524,0,0,"['J', 'J', 'K', '4', '3']",1P
4084,384,0,0,0,"['J', 'J', 'K', '4', '2']",1P
4085,384,0,0,0,"['J', 'J', 'K', '3', '2']",1P
4086,384,9144,89100,450000,"['J', 'J', 'Q', 'T', '9']",1P
4087,384,9144,89100,450000,"['J', 'J', 'Q', 'T', '8']",1P
4088,384,7620,59400,225000,"['J', 'J', 'Q', 'T', '7']",1P
4089,384,6096,35640,90000,"['J', 'J', 'Q', 'T', '6']",1P
4090,384,4572,17820,22500,"['J', 'J', 'Q', 'T', '5']",1P
4091,384,3048,5940,0,"['J', 'J', 'Q', 'T', '4']",1P
4092,384,1524,0,0,"['J', 'J', 'Q', 'T', '3']",1P
4093,384,0,0,0,"['J', 'J', 'Q', 'T', '2']",1P
4094,384,9144,89100,427500,"['J', 'J', 'Q', '9', '8']",1P
4095,384,7620,59400,225000,"['J', 'J', 'Q', '9', '7']",1P
4096,384,6096,35640,90000,"['J', 'J', 'Q', '9', '6']",1P
4097,384,4572,17820,22500,"['J', 'J', 'Q', '9', '5']",1P
4098,384,3048,5940,0,"['J', 'J', 'Q', '9', '4']",1P
4099,384,1524,0,0,"['J', 'J', 'Q', '9', '3']",1P
4100,384,0,0,0,"['J', 'J', 'Q', '9', '2']",1P
4101,384,7620,59400,202500,"['J', 'J', 'Q', '8', '7']",1P
4102,384,6096,35640,90000,"['J', 'J', 'Q', '8', '6']",1P
4103,384,4572,17820,22500,"['J', 'J', 'Q', '8', '5']",1P
4104,384,3048,5940,0,"['J', 'J', 'Q', '8', '4']",1P
4105,384,1524,0,0,"['J', 'J', 'Q', '8', '3']",1P
4106,384,0,0,0,"['J', 'J', 'Q', '8', '2']",1P
4107,384,6096,35640,67500,"['J', 'J', 'Q', '7', '6']",1P
4108,384,4572,17820,22500,"['J', 'J', 'Q', '7', '5']",1P
