value,5-card,6-card,7-card,8-card,hand,rank
3321,144,2304,13608,26028,"['3', '3', '2', '2', '8']",2P
3322,144,1728,6804,0,"['3', '3', '2', '2', '7']",2P
3323,144,1152,0,0,"['3', '3', '2', '2', '6']",2P
3324,144,576,0,0,"['3', '3', '2', '2', '5']",2P
3325,144,0,0,0,"['3', '3', '2', '2', '4']",2P
3326,384,12192,166320,1260000,"['A', 'A', 'K', 'Q', 'J']",1P
3327,384,12192,166320,1260000,"['A', 'A', 'K', 'Q', 'T']",1P
3328,384,10668,124740,787500,"['A', 'A', 'K', 'Q', '9']",1P
3329,384,9144,89100,450000,"['A', 'A', 'K', 'Q', '8']",1P
3330,384,7620,59400,225000,"['A', 'A', 'K', 'Q', '7']",1P
3331,384,6096,35640,90000,"['A', 'A', 'K', 'Q', '6']",1P
3332,384,4572,17820,0,"['A', 'A', 'K', 'Q', '5']",1P
3333,384,3048,5940,0,"['A', 'A', 'K', 'Q', '4']",1P
3334,384,1524,0,0,"['A', 'A', 'K', 'Q', '3']",1P
3335,384,0,0,0,"['A', 'A', 'K', 'Q', '2']",1P
3336,384,12192,166320,1237500,"['A', 'A', 'K', 'J', 'T']",1P
3337,384,10668,124740,787500,"['A', 'A', 'K', 'J', '9']",1P
3338,384,9144,89100,450000,"['A', 'A', 'K', 'J', '8']",1P
3339,384,7620,59400,225000,"['A', 'A', 'K', 'J', '7']",1P
3340,384,6096,35640,90000,"['A', 'A', 'K', 'J', '6']",1P
3341,384,4572,17820,0,"['A', 'A', 'K', 'J', '5']",1P
3342,384,3048,5940,0,"['A', 'A', 'K', 'J', '4']",1P
3343,384,1524,0,0,"['A', 'A', 'K', 'J', '3']",1P
3344,384,0,0,0,"['A', 'A', 'K', 'J', '2']",1P
3345,384,10668,124740,765000,"['A', 'A', 'K', 'T', '9']",1P
3346,384,9144,89100,450000,"['A', 'A', 'K', 'T', '8']",1P
3347,384,7620,59400,225000,"['A', 'A', 'K', 'T', '7']",1P
3348,384,6096,35640,90000,"['A', 'A', 'K', 'T', '6']",1P
3349,384,4572,17820,0,"['A', 'A', 'K', 'T', '5']",1P
3350,384,3048,5940,0,"['A', 'A', 'K', 'T', '4']",1P
3351,384,1524,0,0,"['A', 'A', 'K', 'T', '3']",1P
3352,384,0,0,0,"['A', 'A', 'K', 'T', '2']",1P
3353,384,9144,89100,427500,"['A', 'A', 'K', '9', '8']",1P
3354,384,7620,59400,225000,"['A', 'A', 'K', '9', '7']",1P
3355,384,6096,35640,90000,"['A', 'A', 'K', '9', '6']",1P
3356,384,4572,17820,0,"['A', 'A', 'K', '9', '5']",1P
3357,384,3048,5940,0,"['A', 'A', 'K', '9', '4']",1P
3358,384,1524,0,0,"['A', 'A', 'K', '9', '3']",1P
3359,384,0,0,0,"['A', 'A', 'K', '9', '2']",1P
3360,384,7620,59400,202500,"['A', 'A', 'K', '8', '7']",1P
3361,384,6096,35640,90000,"['A', 'A', 'K', '8', '6']",1P
3362,384,4572,17820,0,"['A', 'A', 'K', '8', '5']",1P
3363,384,3048,5940,0,"['A', 'A', 'K', '8', '4']",1P
3364,384,1524,0,0,"['A', 'A', 'K', '8', '3']",1P
3365,384,0,0,0,"['A', 'A', 'K', '8', '2']",1P
3366,384,6096,35640,67500,"['A', 'A', 'K', '7', '6']",1P
3367,384,4572,17820,0,"['A', 'A', 'K', '7', '5']",1P
3368,384,3048,5940,0,"['A', 'A', 'K', '7', '4']",1P
3369,384,1524,0,0,"['A', 'A', 'K', '7', '3']",1P
3370,384,0,0,0,"['A', 'A', 'K', '7', '2']",1P
3371,384,4572,17820,0,"['A', 'A', 'K', '6', '5']",1P
3372,384,3048,5940,0,"['A', 'A', 'K', '6', '4']",1P
3373,384,1524,0,0,"['A', 'A', 'K', '6', '3']",1P
3374,384,0,0,0,"['A', 'A', 'K', '6', '2']",1P
3375,384,3048,0,0,"['A', 'A', 'K', '5', '4']",1P
3376,384,1524,0,0,"['A', 'A', 'K', '5', '3']",1P
3377,384,0,0,0,"['A', 'A', 'K', '5', '2']",1P
3378,384,1524,0,0,"['A', 'A', 'K', '4', '3']",1P
3379,384,0,0,0,"['A', 'A', 'K', '4', '2']",1P
3380,384,0,0,0,"['A', 'A', 'K', '3', '2']",1P
3381,384,12192,160380,1125000,"['A', 'A', 'Q', 'J', 'T']",1P
3382,384,10668,124740,787500,"['A', 'A', 'Q', 'J', '9']",1P
3383,384,9144,89100,450000,"['A', 'A', 'Q', 'J', '8']",1P
3384,384,7620,59400,225000,"['A', 'A', 'Q', 'J', '7']",1P
3385,384,6096,35640,90000,"['A', 'A', 'Q', 'J', '6']",1P
3386,384,4572,17820,0,"['A', 'A', 'Q', 'J', '5']",1P
3387,384,3048,5940,0,"['A', 'A', 'Q', 'J', '4']",1P
3388,384,1524,0,0,"['A', 'A', 'Q', 'J', '3']",1P
3389,384,0,0,0,"['A', 'A', 'Q', 'J', '2']",1P
3390,384,10668,124740,765000,"['A', 'A', 'Q', 'T', '9']",1P
3391,384,9144,89100,450000,"['A', 'A', 'Q', 'T', '8']",1P
3392,384,7620,59400,225000,"['A', 'A', 'Q', 'T', '7']",1P
3393,384,6096,35640,90000,"['A', 'A', 'Q', 'T', '6']",1P
3394,384,4572,17820,0,"['A', 'A', 'Q', 'T', '5']",1P
3395,384,3048,5940,0,"['A', 'A', 'Q', 'T', '4']",1P
3396,384,1524,0,0,"['A', 'A', 'Q', 'T', '3']",1P
3397,384,0,0,0,"['A', 'A', 'Q', 'T', '2']",1P
3398,384,9144,89100,427500,"['A', 'A', 'Q', '9', '8']",1P
3399,384,7620,59400,225000,"['A', 'A', 'Q', '9', '7']",1P
3400,384,6096,35640,90000,"['A', 'A', 'Q', '9', '6']",1P
3401,384,4572,17820,0,"['A', 'A', 'Q', '9', '5']",1P
3402,384,3048,5940,0,"['A', 'A', 'Q', '9', '4']",1P
3403,384,1524,0,0,"['A', 'A', 'Q', '9', '3']",1P
3404,384,0,0,0,"['A', 'A', 'Q', '9', '2']",1P
3405,384,7620,59400,202500,"['A', 'A', 'Q', '8', '7']",1P
3406,384,6096,35640,90000,"['A', 'A', 'Q', '8', '6']",1P
3407,384,4572,17820,0,"['A', 'A', 'Q', '8', '5']",1P
3408,384,3048,5940,0,"['A', 'A', 'Q', '8', '4']",1P
3409,384,1524,0,0,"['A', 'A', 'Q', '8', '3']",1P
3410,384,0,0,0,"['A', 'A', 'Q', '8', '2']",1P
3411,384,6096,35640,67500,"['A', 'A', 'Q', '7', '6']",1P
3412,384,4572,17820,0,"['A', 'A', 'Q', '7', '5']",1P
3413,384,3048,5940,0,"['A', 'A', 'Q', '7', '4']",1P
3414,384,1524,0,0,"['A', 'A', 'Q', '7', '3']",1P
3415,384,0,0,0,"['A', 'A', 'Q', '7', '2']",1P
3416,384,4572,17820,0,"['A', 'A', 'Q', '6', '5']",1P
3417,384,3048,5940,0,"['A', 'A', 'Q', '6', '4']",1P
3418,384,1524,0,0,"['A', 'A', 'Q', '6', '3']",1P
3419,384,0,0,0,"['A', 'A', 'Q', '6', '2']",1P
3420,384,3048,0,0,"['A', 'A', 'Q', '5', '4']",1P
3421,384,1524,0,0,"['A', 'A', 'Q', '5', '3']",1P
3422,384,0,0,0,"['A', 'A', 'Q', '5', '2']",1P
3423,384,1524,0,0,"['A', 'A', 'Q', '4', '3']",1P
3424,384,0,0,0,"['A', 'A', 'Q', '4', '2']",1P
3425,384,0,0,0,"['A', 'A', 'Q', '3', '2']",1P
3426,384,10668,118800,675000,"['A', 'A', 'J', 'T', '9']",1P
3427,384,9144,89100,450000,"['A', 'A', 'J', 'T', '8']",1P
3428,384,7620,59400,225000,"['A', 'A', 'J', 'T', '7']",1P
3429,384,6096,35640,90000,"['A', 'A', 'J', 'T', '6']",1P
3430,384,4572,17820,0,"['A', 'A', 'J', 'T', '5']",1P
3431,384,3048,5940,0,"['A', 'A', 'J', 'T', '4']",1P
3432,384,1524,0,0,"['A', 'A', 'J', 'T', '3']",1P
3433,384,0,0,0,"['A', 'A', 'J', 'T', '2']",1P
3434,384,9144,89100,427500,"['A', 'A', 'J', '9', '8']",1P
3435,384,7620,59400,225000,"['A', 'A', 'J', '9', '7']",1P
3436,384,6096,35640,90000,"['A', 'A', 'J', '9', '6']",1P
3437,384,4572,17820,0,"['A', 'A', 'J', '9', '5']",1P
3438,384,3048,5940,0,"['A', 'A', 'J', '9', '4']",1P
3439,384,1524,0,0,"['A', 'A', 'J', '9', '3']",1P
3440,384,0,0,0,"['A', 'A', 'J', '9', '2']",1P
3441,384,7620,59400,202500,"['A', 'A', 'J', '8', '7']",1P
3442,384,6096,35640,90000,"['A', 'A', 'J', '8', '6']",1P
3443,384,4572,17820,0,"['A', 'A', 'J', '8', '5']",1P
3444,384,3048,5940,0,"['A', 'A', 'J', '8', '4']",1P
3445,384,1524,0,0,"['A', 'A', 'J', '8', '3']",1P
3446,384,0,0,0,"['A', 'A', 'J', '8', '2']",1P
3447,384,6096,35640,67500,"['A', 'A', 'J', '7', '6']",1P
3448,384,4572,17820,0,"['A', 'A', 'J', '7', '5']",1P
3449,384,3048,5940,0,"['A', 'A', 'J', '7', '4']",1P
3450,384,1524,0,0,"['A', 'A', 'J', '7', '3']",1P
3451,384,0,0,0,"['A', 'A', 'J', '7', '2']",1P
3452,384,4572,17820,0,"['A', 'A', 'J', '6', '5']",1P
3453,384,3048,5940,0,"['A', 'A', 'J', '6', '4']",1P
3454,384,1524,0,0,"['A', 'A', 'J', '6', '3']",1P
3455,384,0,0,0,"['A', 'A', 'J', '6', '2']",1P
3456,384,3048,0,0,"['A', 'A', 'J', '5', '4']",1P
3457,384,1524,0,0,"['A', 'A', 'J', '5', '3']",1P
3458,384,0,0,0,"['A', 'A', 'J', '5', '2']",1P
3459,384,1524,0,0,"['A', 'A', 'J', '4', '3']",1P
3460,384,0,0,0,"['A', 'A', 'J', '4', '2']",1P
3461,384,0,0,0,"['A', 'A', 'J', '3', '2']",1P
3462,384,9144,83160,360000,"['A', 'A', 'T', '9', '8']",1P
3463,384,7620,59400,225000,"['A', 'A', 'T', '9', '7']",1P
3464,384,6096,35640,90000,"['A', 'A', 'T', '9', '6']",1P
3465,384,4572,17820,0,"['A', 'A', 'T', '9', '5']",1P
3466,384,3048,5940,0,"['A', 'A', 'T', '9', '4']",1P
3467,384,1524,0,0,"['A', 'A', 'T', '9', '3']",1P
3468,384,0,0,0,"['A', 'A', 'T', '9', '2']",1P
3469,384,7620,59400,202500,"['A', 'A', 'T', '8', '7']",1P
3470,384,6096,35640,90000,"['A', 'A', 'T', '8', '6']",1P
3471,384,4572,17820,0,"['A', 'A', 'T', '8', '5']",1P
3472,384,3048,5940,0,"['A', 'A', 'T', '8', '4']",1P
3473,384,1524,0,0,"['A', 'A', 'T', '8', '3']",1P
3474,384,0,0,0,"['A', 'A', 'T', '8', '2']",1P
3475,384,6096,35640,67500,"['A', 'A', 'T', '7', '6']",1P
3476,384,4572,17820,0,"['A', 'A', 'T', '7', '5']",1P
3477,384,3048,5940,0,"['A', 'A', 'T', '7', '4']",1P
3478,384,1524,0,0,"['A', 'A', 'T', '7', '3']",1P
3479,384,0,0,0,"['A', 'A', 'T', '7', '2']",1P
3480,384,4572,17820,0,"['A', 'A', 'T', '6', '5']",1P
3481,384,3048,5940,0,"['A', 'A', 'T', '6', '4']",1P
3482,384,1524,0,0,"['A', 'A', 'T', '6', '3']",1P
3483,384,0,0,0,"['A', 'A', 'T', '6', '2']",1P
3484,384,3048,0,0,"['A', 'A', 'T', '5', '4']",1P
3485,384,1524,0,0,"['A', 'A', 'T', '5', '3']",1P
3486,384,0,0,0,"['A', 'A', 'T', '5', '2']",1P
3487,384,1524,0,0,"['A', 'A', 'T', '4', '3']",1P
3488,384,0,0,0,"['A', 'A', 'T', '4', '2']",1P
3489,384,0,0,0,"['A', 'A', 'T', '3', '2']",1P
3490,384,7620,53460,157500,"['A', 'A', '9', '8', '7']",1P
3491,384,6096,35640,90000,"['A', 'A', '9', '8', '6']",1P
3492,384,4572,17820,0,"['A', 'A', '9', '8', '5']",1P
3493,384,3048,5940,0,"['A', 'A', '9', '8', '4']",1P
3494,384,1524,0,0,"['A', 'A', '9', '8', '3']",1P
3495,384,0,0,0,"['A', 'A', '9', '8', '2']",1P
3496,384,6096,35640,67500,"['A', 'A', '9', '7', '6']",1P
3497,384,4572,17820,0,"['A', 'A', '9', '7', '5']",1P
3498,384,3048,5940,0,"['A', 'A', '9', '7', '4']",1P
3499,384,1524,0,0,"['A', 'A', '9', '7', '3']",1P
3500,384,0,0,0,"['A', 'A', '9', '7', '2']",1P
3501,384,4572,17820,0,"['A', 'A', '9', '6', '5']",1P
3502,384,3048,5940,0,"['A', 'A', '9', '6', '4']",1P
3503,384,1524,0,0,"['A', 'A', '9', '6', '3']",1P
3504,384,0,0,0,"['A', 'A', '9', '6', '2']",1P
3505,384,3048,0,0,"['A', 'A', '9', '5', '4']",1P
3506,384,1524,0,0,"['A', 'A', '9', '5', '3']",1P
3507,384,0,0,0,"['A', 'A', '9', '5', '2']",1P
3508,384,1524,0,0,"['A', 'A', '9', '4', '3']",1P
3509,384,0,0,0,"['A', 'A', '9', '4', '2']",1P
3510,384,0,0,0,"['A', 'A', '9', '3', '2']",1P
3511,384,6096,29700,45000,"['A', 'A', '8', '7', '6']",1P
3512,384,4572,17820,0,"['A', 'A', '8', '7', '5']",1P
3513,384,3048,5940,0,"['A', 'A', '8', '7', '4']",1P
3514,384,1524,0,0,"['A', 'A', '8', '7', '3']",1P
3515,384,0,0,0,"['A', 'A', '8', '7', '2']",1P
3516,384,4572,17820,0,"['A', 'A', '8', '6', '5']",1P
3517,384,3048,5940,0,"['A', 'A', '8', '6', '4']",1P
3518,384,1524,0,0,"['A', 'A', '8', '6', '3']",1P
3519,384,0,0,0,"['A', 'A', '8', '6', '2']",1P
3520,384,3048,0,0,"['A', 'A', '8', '5', '4']",1P
3521,384,1524,0,0,"['A', 'A', '8', '5', '3']",1P
3522,384,0,0,0,"['A', 'A', '8', '5', '2']",1P
3523,384,1524,0,0,"['A', 'A', '8', '4', '3']",1P
3524,384,0,0,0,"['A', 'A', '8', '4', '2']",1P
3525,384,0,0,0,"['A', 'A', '8', '3', '2']",1P
3526,384,4572,11880,0,"['A', 'A', '7', '6', '5']",1P
3527,384,3048,5940,0,"['A', 'A', '7', '6', '4']",1P
3528,384,1524,0,0,"['A', 'A', '7', '6', '3']",1P
3529,384,0,0,0,"['A', 'A', '7', '6', '2']",1P
3530,384,3048,0,0,"['A', 'A', '7', '5', '4']",1P
3531,384,1524,0,0,"['A', 'A', '7', '5', '3']",1P
3532,384,0,0,0,"['A', 'A', '7', '5', '2']",1P
3533,384,1524,0,0,"['A', 'A', '7', '4', '3']",1P
3534,384,0,0,0,"['A', 'A', '7', '4', '2']",1P
3535,384,0,0,0,"['A', 'A', '7', '3', '2']",1P
3536,384,3048,0,0,"['A', 'A', '6', '5', '4']",1P
3537,384,1524,0,0,"['A', 'A', '6', '5', '3']",1P
3538,384,0,0,0,"['A', 'A', '6', '5', '2']",1P
3539,384,1524,0,0,"['A', 'A', '6', '4', '3']",1P
3540,384,0,0,0,"['A', 'A', '6', '4', '2']",1P
3541,384,0,0,0,"['A', 'A', '6', '3', '2']",1P
3542,384,0,0,0,"['A', 'A', '5', '4', '3']",1P
3543,384,0,0,0,"['A', 'A', '5', '4', '2']",1P
3544,384,0,0,0,"['A', 'A', '5', '3', '2']",1P
3545,384,0,0,0,"['A', 'A', '4', '3', '2']",1P
3546,384,12192,166320,1260000,"['K', 'K', 'A', 'Q', 'J']",1P
3547,384,12192,166320,1260000,"['K', 'K', 'A', 'Q', 'T']",1P
3548,384,10668,124740,787500,"['K', 'K', 'A', 'Q', '9']",1P
3549,384,9144,89100,450000,"['K', 'K', 'A', 'Q', '8']",1P
3550,384,7620,59400,225000,"['K', 'K', 'A', 'Q', '7']",1P
3551,384,6096,35640,90000,"['K', 'K', 'A', 'Q', '6']",1P
3552,384,4572,17820,0,"['K', 'K', 'A', 'Q', '5']",1P
3553,384,3048,5940,0,"['K', 'K', 'A', 'Q', '4']",1P
3554,384,1524,0,0,"['K', 'K', 'A', 'Q', '3']",1P
3555,384,0,0,0,"['K', 'K', 'A', 'Q', '2']",1P
3556,384,12192,166320,1237500,"['K', 'K', 'A', 'J', 'T']",1P
3557,384,10668,124740,787500,"['K', 'K', 'A', 'J', '9']",1P
3558,384,9144,89100,450000,"['K', 'K', 'A', 'J', '8']",1P
3559,384,7620,59400,225000,"['K', 'K', 'A', 'J', '7']",1P
3560,384,6096,35640,90000,"['K', 'K', 'A', 'J', '6']",1P
3561,384,4572,17820,0,"['K', 'K', 'A', 'J', '5']",1P
3562,384,3048,5940,0,"['K', 'K', 'A', 'J', '4']",1P
3563,384,1524,0,0,"['K', 'K', 'A', 'J', '3']",1P
3564,384,0,0,0,"['K', 'K', 'A', 'J', '2']",1P
3565,384,10668,124740,765000,"['K', 'K', 'A', 'T', '9']",1P
3566,384,9144,89100,450000,"['K', 'K', 'A', 'T', '8']",1P
3567,384,7620,59400,225000,"['K', 'K', 'A', 'T', '7']",1P
3568,384,6096,35640,90000,"['K', 'K', 'A', 'T', '6']",1P
3569,384,4572,17820,0,"['K', 'K', 'A', 'T', '5']",1P
3570,384,3048,5940,0,"['K', 'K', 'A', 'T', '4']",1P
3571,384,1524,0,0,"['K', 'K', 'A', 'T', '3']",1P
3572,384,0,0,0,"['K', 'K', 'A', 'T', '2']",1P
3573,384,9144,89100,427500,"['K', 'K', 'A', '9', '8']",1P
3574,384,7620,59400,225000,"['K', 'K', 'A', '9', '7']",1P
3575,384,6096,35640,90000,"['K', 'K', 'A', '9', '6']",1P
3576,384,4572,17820,0,"['K', 'K', 'A', '9', '5']",1P
3577,384,3048,5940,0,"['K', 'K', 'A', '9', '4']",1P
3578,384,1524,0,0,"['K', 'K', 'A', '9', '3']",1P
3579,384,0,0,0,"['K', 'K', 'A', '9', '2']",1P
3580,384,7620,59400,202500,"['K', 'K', 'A', '8', '7']",1P
3581,384,6096,35640,90000,"['K', 'K', 'A', '8', '6']",1P
3582,384,4572,17820,0,"['K', 'K', 'A', '8', '5']",1P
3583,384,3048,5940,0,"['K', 'K', 'A', '8', '4']",1P
3584,384,1524,0,0,"['K', 'K', 'A', '8', '3']",1P
3585,384,0,0,0,"['K', 'K', 'A', '8', '2']",1P
3586,384,6096,35640,67500,"['K', 'K', 'A', '7', '6']",1P
3587,384,4572,17820,0,"['K', 'K', 'A', '7', '5']",1P
3588,384,3048,5940,0,"['K', 'K', 'A', '7', '4']",1P
3589,384,1524,0,0,"['K', 'K', 'A', '7', '3']",1P
3590,384,0,0,0,"['K', 'K', 'A', '7', '2']",1P
3591,384,4572,17820,0,"['K', 'K', 'A', '6', '5']",1P
3592,384,3048,5940,0,"['K', 'K', 'A', '6', '4']",1P
3593,384,1524,0,0,"['K', 'K', 'A', '6', '3']",1P
3594,384,0,0,0,"['K', 'K', 'A', '6', '2']",1P
3595,384,3048,0,0,"['K', 'K', 'A', '5', '4']",1P
3596,384,1524,0,0,"['K', 'K', 'A', '5', '3']",1P
3597,384,0,0,0,"['K', 'K', 'A', '5', '2']",1P
3598,384,1524,0,0,"['K', 'K', 'A', '4', '3']",1P
3599,384,0,0,0,"['K', 'K', 'A', '4', '2']",1P
3600,384,0,0,0,"['K', 'K', 'A', '3', '2']",1P
3601,384,10668,124740,787500,"['K', 'K', 'Q', 'J', 'T']",1P
3602,384,10668,124740,787500,"['K', 'K', 'Q', 'J', '9']",1P
3603,384,9144,89100,450000,"['K', 'K', 'Q', 'J', '8']",1P
3604,384,7620,59400,225000,"['K', 'K', 'Q', 'J', '7']",1P
3605,384,6096,35640,90000,"['K', 'K', 'Q', 'J', '6']",1P
3606,384,4572,17820,22500,"['K', 'K', 'Q', 'J', '5']",1P
3607,384,3048,5940,0,"['K', 'K', 'Q', 'J', '4']",1P
3608,384,1524,0,0,"['K', 'K', 'Q', 'J', '3']",1P
3609,384,0,0,0,"['K', 'K', 'Q', 'J', '2']",1P
3610,384,10668,124740,765000,"['K', 'K', 'Q', 'T', '9']",1P
3611,384,9144,89100,450000,"['K', 'K', 'Q', 'T', '8']",1P
3612,384,7620,59400,225000,"['K', 'K', 'Q', 'T', '7']",1P
3613,384,6096,35640,90000,"['K', 'K', 'Q', 'T', '6']",1P
3614,384,4572,17820,22500,"['K', 'K', 'Q', 'T', '5']",1P
3615,384,3048,5940,0,"['K', 'K', 'Q', 'T', '4']",1P
3616,384,1524,0,0,"['K', 'K', 'Q', 'T', '3']",1P
3617,384,0,0,0,"['K', 'K', 'Q', 'T', '2']",1P
3618,384,9144,89100,427500,"['K', 'K', 'Q', '9', '8']",1P
3619,384,7620,59400,225000,"['K', 'K', 'Q', '9', '7']",1P
3620,384,6096,35640,90000,"['K', 'K', 'Q', '9', '6']",1P
3621,384,4572,17820,22500,"['K', 'K', 'Q', '9', '5']",1P
3622,384,3048,5940,0,"['K', 'K', 'Q', '9', '4']",1P
3623,384,1524,0,0,"['K', 'K', 'Q', '9', '3']",1P
3624,384,0,0,0,"['K', 'K', 'Q', '9', '2']",1P
3625,384,7620,59400,202500,"['K', 'K', 'Q', '8', '7']",1P
3626,384,6096,35640,90000,"['K', 'K', 'Q', '8', '6']",1P
3627,384,4572,17820,22500,"['K', 'K', 'Q', '8', '5']",1P
3628,384,3048,5940,0,"['K', 'K', 'Q', '8', '4']",1P
3629,384,1524,0,0,"['K', 'K', 'Q', '8', '3']",1P
3630,384,0,0,0,"['K', 'K', 'Q', '8', '2']",1P
3631,384,6096,35640,67500,"['K', 'K', 'Q', '7', '6']",1P
3632,384,4572,17820,22500,"['K', 'K', 'Q', '7', '5']",1P
3633,384,3048,5940,0,"['K', 'K', 'Q', '7', '4']",1P
3634,384,1524,0,0,"['K', 'K', 'Q', '7', '3']",1P
3635,384,0,0,0,"['K', 'K', 'Q', '7', '2']",1P
3636,384,4572,17820,0,"['K', 'K', 'Q', '6', '5']",1P
3637,384,3048,5940,0,"['K', 'K', 'Q', '6', '4']",1P
3638,384,1524,0,0,"['K', 'K', 'Q', '6', '3']",1P
3639,384,0,0,0,"['K', 'K', 'Q', '6', '2']",1P
3640,384,3048,5940,0,"['K', 'K', 'Q', '5', '4']",1P
3641,384,1524,0,0,"['K', 'K', 'Q', '5', '3']",1P
3642,384,0,0,0,"['K', 'K', 'Q', '5', '2']",1P
3643,384,1524,0,0,"['K', 'K', 'Q', '4', '3']",1P
3644,384,0,0,0,"['K', 'K', 'Q', '4', '2']",1P
3645,384,0,0,0,"['K', 'K', 'Q', '3', '2']",1P
3646,384,10668,118800,675000,"['K', 'K', 'J', 'T', '9']",1P
3647,384,9144,89100,450000,"['K', 'K', 'J', 'T', '8']",1P
3648,384,7620,59400,225000,"['K', 'K', 'J', 'T', '7']",1P
3649,384,6096,35640,90000,"['K', 'K', 'J', 'T', '6']",1P
3650,384,4572,17820,22500,"['K', 'K', 'J', 'T', '5']",1P
3651,384,3048,5940,0,"['K', 'K', 'J', 'T', '4']",1P
3652,384,1524,0,0,"['K', 'K', 'J', 'T', '3']",1P
3653,384,0,0,0,"['K', 'K', 'J', 'T', '2']",1P
3654,384,9144,89100,427500,"['K', 'K', 'J', '9', '8']",1P
3655,384,7620,59400,225000,"['K', 'K', 'J', '9', '7']",1P
3656,384,6096,35640,90000,"['K', 'K', 'J', '9', '6']",1P
3657,384,4572,17820,22500,"['K', 'K', 'J', '9', '5']",1P
3658,384,3048,5940,0,"['K', 'K', 'J', '9', '4']",1P
3659,384,1524,0,0,"['K', 'K', 'J', '9', '3']",1P
3660,384,0,0,0,"['K', 'K', 'J', '9', '2']",1P
3661,384,7620,59400,202500,"['K', 'K', 'J', '8', '7']",1P
3662,384,6096,35640,90000,"['K', 'K', 'J', '8', '6']",1P
3663,384,4572,17820,22500,"['K', 'K', 'J', '8', '5']",1P
3664,384,3048,5940,0,"['K', 'K', 'J', '8', '4']",1P
3665,384,1524,0,0,"['K', 'K', 'J', '8', '3']",1P
3666,384,0,0,0,"['K', 'K', 'J', '8', '2']",1P
3667,384,6096,35640,67500,"['K', 'K', 'J', '7', '6']",1P
3668,384,4572,17820,22500,"['K', 'K', 'J', '7', '5']",1P
3669,384,3048,5940,0,"['K', 'K', 'J', '7', '4']",1P
3670,384,1524,0,0,"['K', 'K', 'J', '7', '3']",1P
3671,384,0,0,0,"['K', 'K', 'J', '7', '2']",1P
3672,384,4572,17820,0,"['K', 'K', 'J', '6', '5']",1P
3673,384,3048,5940,0,"['K', 'K', 'J', '6', '4']",1P
3674,384,1524,0,0,"['K', 'K', 'J', '6', '3']",1P
3675,384,0,0,0,"['K', 'K', 'J', '6', '2']",1P
3676,384,3048,5940,0,"['K', 'K', 'J', '5', '4']",1P
3677,384,1524,0,0,"['K', 'K', 'J', '5', '3']",1P
3678,384,0,0,0,"['K', 'K', 'J', '5', '2']",1P
3679,384,1524,0,0,"['K', 'K', 'J', '4', '3']",1P
3680,384,0,0,0,"['K', 'K', 'J', '4', '2']",1P
3681,384,0,0,0,"['K', 'K', 'J', '3', '2']",1P
3682,384,9144,83160,360000,"['K', 'K', 'T', '9', '8']",1P
3683,384,7620,59400,225000,"['K', 'K', 'T', '9', '7']",1P
3684,384,6096,35640,90000,"['K', 'K', 'T', '9', '6']",1P
3685,384,4572,17820,22500,"['K', 'K', 'T', '9', '5']",1P
3686,384,3048,5940,0,"['K', 'K', 'T', '9', '4']",1P
3687,384,1524,0,0,"['K', 'K', 'T', '9', '3']",1P
3688,384,0,0,0,"['K', 'K', 'T', '9', '2']",1P
3689,384,7620,59400,202500,"['K', 'K', 'T', '8', '7']",1P
3690,384,6096,35640,90000,"['K', 'K', 'T', '8', '6']",1P
3691,384,4572,17820,22500,"['K', 'K', 'T', '8', '5']",1P
3692,384,3048,5940,0,"['K', 'K', 'T', '8', '4']",1P
3693,384,1524,0,0,"['K', 'K', 'T', '8', '3']",1P
3694,384,0,0,0,"['K', 'K', 'T', '8', '2']",1P
3695,384,6096,35640,67500,"['K', 'K', 'T', '7', '6']",1P
3696,384,4572,17820,22500,"['K', 'K', 'T', '7', '5']",1P
3697,384,3048,5940,0,"['K', 'K', 'T', '7', '4']",1P
3698,384,1524,0,0,"['K', 'K', 'T', '7', '3']",1P
3699,384,0,0,0,"['K', 'K', 'T', '7', '2']",1P
3700,384,4572,17820,0,"['K', 'K', 'T', '6', '5']",1P
3701,384,3048,5940,0,"['K', 'K', 'T', '6', '4']",1P
3702,384,1524,0,0,"['K', 'K', 'T', '6', '3']",1P
3703,384,0,0,0,"['K', 'K', 'T', '6', '2']",1P
3704,384,3048,5940,0,"['K', 'K', 'T', '5', '4']",1P
3705,384,1524,0,0,"['K', 'K', 'T', '5', '3']",1P
3706,384,0,0,0,"['K', 'K', 'T', '5', '2']",1P
3707,384,1524,0,0,"['K', 'K', 'T', '4', '3']",1P
3708,384,0,0,0,"['K', 'K', 'T', '4', '2']",1P
3709,384,0,0,0,"['K', 'K', 'T', '3', '2']",1P
3710,384,7620,53460,157500,"['K', 'K', '9', '8', '7']",1P
3711,384,6096,35640,90000,"['K', 'K', '9', '8', '6']",1P
3712,384,4572,17820,22500,"['K', 'K', '9', '8', '5']",1P
3713,384,3048,5940,0,"['K', 'K', '9', '8', '4']",1P
3714,384,1524,0,0,"['K', 'K', '9', '8', '3']",1P
3715,384,0,0,0,"['K', 'K', '9', '8', '2']",1P
3716,384,6096,35640,67500,"['K', 'K', '9', '7', '6']",1P
3717,384,4572,17820,22500,"['K', 'K', '9', '7', '5']",1P
3718,384,3048,5940,0,"['K', 'K', '9', '7', '4']",1P
3719,384,1524,0,0,"['K', 'K', '9', '7', '3']",1P
